"Content ID","User ID","category","Type","Reaction Type","datetime","sentiment","score"
"67766c84-7d8d-46e2-b2e8-8b0f8dc27193","fb4654ff-ce23-4a77-b52a-50f8948b5664","Veganism","Photo","Heart","2020-12-12 08:05:38","positive",60
"67766c84-7d8d-46e2-b2e8-8b0f8dc27193","fb4654ff-ce23-4a77-b52a-50f8948b5664","Veganism","Photo","Heart","2021-05-27 09:24:47","positive",60
"67766c84-7d8d-46e2-b2e8-8b0f8dc27193","fb4654ff-ce23-4a77-b52a-50f8948b5664","Veganism","Photo","Heart","2020-12-29 22:12:52","positive",60
"89cb4504-fccd-40f4-945e-410f74ee4735","a81378a5-58de-4631-b2b1-3eca765f68c6","Animals","Photo","Heart","2021-03-05 22:28:32","positive",60
"89cb4504-fccd-40f4-945e-410f74ee4735","a81378a5-58de-4631-b2b1-3eca765f68c6","Animals","Photo","Heart","2021-01-15 00:54:40","positive",60
"2e32de07-dc79-4cdc-bf1d-bac90ba3fd85","ad4bd878-55e7-487c-a4db-470b23bbd832","Studying","Video","Heart","2020-11-26 15:47:27","positive",60
"a287c7ad-f5c8-4d87-940b-b7b24e2b42ac","4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab","Fitness","Video","Heart","2020-06-18 21:13:23","positive",60
"a287c7ad-f5c8-4d87-940b-b7b24e2b42ac","4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab","Fitness","Video","Heart","2020-12-05 23:47:05","positive",60
"b2a20047-ac6f-4caa-90b1-fe735433e362","33c1cee6-ae56-4f8e-84fc-ee0a4b7bbf4c","Culture","Photo","Heart","2020-09-10 00:23:41","positive",60
"b2a20047-ac6f-4caa-90b1-fe735433e362","33c1cee6-ae56-4f8e-84fc-ee0a4b7bbf4c","Culture","Photo","Heart","2021-01-13 01:16:00","positive",60
"a973290c-989a-44d2-afb9-9b4bf16cc17f","04e52602-e370-4a99-bfda-f0c1655058da","Tennis","Video","Heart","2020-08-20 01:10:28","positive",60
"a7849ef3-5930-4ba9-9cbe-e215811e713e","d9aab962-e964-4afd-83ee-abda0865da67","Studying","Photo","Heart","2020-09-26 22:01:17","positive",60
"cab37e79-0e76-4bd2-b6bd-2fc8bf66ca99","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","Animals","Photo","Heart","2021-01-22 23:29:53","positive",60
"54e29395-9eba-4945-abee-cad58cbab090","ad9f5c2f-aa30-4baf-b084-56b1a4b63b09","Science","Video","Heart","2020-08-15 06:22:18","positive",60
"998194db-5706-4b01-9565-7c7e7d4ea5f5","acfcd174-178c-4af3-8118-5be702fb80cf","Cooking","Audio","Heart","2021-04-22 04:51:29","positive",60
"26c02731-b5d8-4ad3-99a2-5e589e107937","1d8dfb6a-330c-4eb9-a603-364f207c6e57","Studying","Video","Heart","2021-05-15 17:03:23","positive",60
"26c02731-b5d8-4ad3-99a2-5e589e107937","1d8dfb6a-330c-4eb9-a603-364f207c6e57","Studying","Video","Heart","2021-02-28 16:00:52","positive",60
"26c02731-b5d8-4ad3-99a2-5e589e107937","1d8dfb6a-330c-4eb9-a603-364f207c6e57","Studying","Video","Heart","2021-06-13 23:51:07","positive",60
"26c02731-b5d8-4ad3-99a2-5e589e107937","1d8dfb6a-330c-4eb9-a603-364f207c6e57","Studying","Video","Heart","2020-12-31 06:24:33","positive",60
"b23a874f-72fa-4abb-9ca5-941850c672bc","e8493c32-7f6f-4e57-a691-cf0df6f015c9","Healthy Eating","Photo","Heart","2020-10-25 04:40:36","positive",60
"b23a874f-72fa-4abb-9ca5-941850c672bc","e8493c32-7f6f-4e57-a691-cf0df6f015c9","Healthy Eating","Photo","Heart","2021-05-01 11:25:36","positive",60
"b23a874f-72fa-4abb-9ca5-941850c672bc","e8493c32-7f6f-4e57-a691-cf0df6f015c9","Healthy Eating","Photo","Heart","2021-06-04 22:56:58","positive",60
"98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2","8dda1a41-9e57-4944-bd36-18c0ac343b13","Technology","Photo","Heart","2020-09-20 21:40:56","positive",60
"98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2","8dda1a41-9e57-4944-bd36-18c0ac343b13","Technology","Photo","Heart","2020-06-22 01:18:41","positive",60
"9c8f1389-d04e-4a55-a2f5-1612539b70a7","4edc3d1a-a7d9-4db6-89c3-f784d9954172","Technology","Audio","Heart","2021-04-13 15:05:41","positive",60
"58b0f92a-76ae-4521-a223-2b117f4f4e70","3663e3e6-3d5c-4ed9-a6af-1e680ec5f34b","Dogs","Video","Heart","2020-08-11 21:14:44","positive",60
"58b0f92a-76ae-4521-a223-2b117f4f4e70","3663e3e6-3d5c-4ed9-a6af-1e680ec5f34b","Dogs","Video","Heart","2020-09-30 12:11:28","positive",60
"bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c","80fc5e28-17ac-4e79-b9df-0d500abbe8b5","Culture","Gif","Heart","2021-03-29 04:09:57","positive",60
"bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c","80fc5e28-17ac-4e79-b9df-0d500abbe8b5","Culture","Gif","Heart","2020-12-20 00:50:06","positive",60
"a1249a46-6362-4a73-a1e9-3b5d236cdd73","3455a646-398f-4b16-b19a-1371cdb2e048","Studying","Gif","Heart","2021-05-28 21:31:29","positive",60
"a1249a46-6362-4a73-a1e9-3b5d236cdd73","3455a646-398f-4b16-b19a-1371cdb2e048","Studying","Gif","Heart","2021-06-17 16:34:32","positive",60
"8e0f1d3e-b588-44de-a423-8224eb26aa99","f41d30f1-50c3-419c-a2d8-9043c7e568ca","Healthy Eating","Audio","Heart","2021-02-03 09:17:00","positive",60
"8e0f1d3e-b588-44de-a423-8224eb26aa99","f41d30f1-50c3-419c-a2d8-9043c7e568ca","Healthy Eating","Audio","Heart","2021-06-08 09:53:11","positive",60
"8e0f1d3e-b588-44de-a423-8224eb26aa99","f41d30f1-50c3-419c-a2d8-9043c7e568ca","Healthy Eating","Audio","Heart","2020-11-29 00:11:35","positive",60
"c61b7ef6-d7ab-41fc-aebc-dc16f256957f","41cd692a-be3c-4acd-a2c8-184586bdc180","Cooking","Gif","Heart","2020-11-01 22:19:18","positive",60
"c61b7ef6-d7ab-41fc-aebc-dc16f256957f","41cd692a-be3c-4acd-a2c8-184586bdc180","Cooking","Gif","Heart","2021-01-01 21:25:28","positive",60
"c61b7ef6-d7ab-41fc-aebc-dc16f256957f","41cd692a-be3c-4acd-a2c8-184586bdc180","Cooking","Gif","Heart","2021-04-24 18:34:24","positive",60
"c61b7ef6-d7ab-41fc-aebc-dc16f256957f","41cd692a-be3c-4acd-a2c8-184586bdc180","Cooking","Gif","Heart","2020-11-29 17:32:08","positive",60
"c61b7ef6-d7ab-41fc-aebc-dc16f256957f","41cd692a-be3c-4acd-a2c8-184586bdc180","Cooking","Gif","Heart","2020-09-23 05:03:15","positive",60
"f3e9785c-d4e0-4258-a876-4d58ddb38790","de1d478e-3552-4223-b039-d3086cc485ec","Studying","Gif","Heart","2020-09-22 03:25:47","positive",60
"f3e9785c-d4e0-4258-a876-4d58ddb38790","de1d478e-3552-4223-b039-d3086cc485ec","Studying","Gif","Heart","2020-11-13 13:43:24","positive",60
"f3e9785c-d4e0-4258-a876-4d58ddb38790","de1d478e-3552-4223-b039-d3086cc485ec","Studying","Gif","Heart","2021-02-24 16:30:46","positive",60
"f3e9785c-d4e0-4258-a876-4d58ddb38790","de1d478e-3552-4223-b039-d3086cc485ec","Studying","Gif","Heart","2021-02-05 21:50:05","positive",60
"f3e9785c-d4e0-4258-a876-4d58ddb38790","de1d478e-3552-4223-b039-d3086cc485ec","Studying","Gif","Heart","2020-11-09 19:53:22","positive",60
"f3e9785c-d4e0-4258-a876-4d58ddb38790","de1d478e-3552-4223-b039-d3086cc485ec","Studying","Gif","Heart","2020-08-07 23:16:39","positive",60
"73a7ec8f-08e7-41c6-a995-51537ff8772a","583f2bde-886d-4cf3-a5c4-7cb60cd25df3","Technology","Video","Heart","2020-07-01 03:47:12","positive",60
"e7baa303-bc5c-4990-b813-e16fc42342d3","7000ac2e-87a0-4e23-b342-5f150e03f9ef","Science","Audio","Heart","2021-01-09 23:13:13","positive",60
"b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8","13f0db8a-152a-496f-a6e8-1ed6a90b8788","Animals","Gif","Heart","2021-02-17 18:11:23","positive",60
"b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8","13f0db8a-152a-496f-a6e8-1ed6a90b8788","Animals","Gif","Heart","2021-06-07 06:36:40","positive",60
"b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8","13f0db8a-152a-496f-a6e8-1ed6a90b8788","Animals","Gif","Heart","2021-04-26 21:04:54","positive",60
"24f994fa-51d4-4e5e-bdac-79de67e7afbb","4c0558bc-b0d9-44b0-8b70-5fc6acb6c362","Food","Video","Heart","2020-11-07 11:29:19","positive",60
"24f994fa-51d4-4e5e-bdac-79de67e7afbb","4c0558bc-b0d9-44b0-8b70-5fc6acb6c362","Food","Video","Heart","2021-03-31 03:24:37","positive",60
"24f994fa-51d4-4e5e-bdac-79de67e7afbb","4c0558bc-b0d9-44b0-8b70-5fc6acb6c362","Food","Video","Heart","2020-12-27 12:45:53","positive",60
"503bd384-9733-4739-81f5-561b2328f6d8","a4fd7920-9edf-4930-84bd-7a38b3bf9cec","Food","Gif","Heart","2020-11-11 03:51:30","positive",60
"24f994fa-51d4-4e5e-bdac-79de67e7afbb","4c0558bc-b0d9-44b0-8b70-5fc6acb6c362","Food","Video","Heart","2020-09-01 12:52:32","positive",60
"503bd384-9733-4739-81f5-561b2328f6d8","a4fd7920-9edf-4930-84bd-7a38b3bf9cec","Food","Gif","Heart","2021-05-15 12:14:44","positive",60
"5dc325aa-d5d1-4552-9997-cd25b7608be9","8abcf667-7be3-439f-97bb-3375a3de366c","Healthy Eating","Audio","Heart","2021-04-05 21:31:39","positive",60
"5dc325aa-d5d1-4552-9997-cd25b7608be9","8abcf667-7be3-439f-97bb-3375a3de366c","Healthy Eating","Audio","Heart","2021-03-31 00:23:22","positive",60
"03ed0e2b-bd63-4079-8910-62c187526ca0","3455a646-398f-4b16-b19a-1371cdb2e048","Healthy Eating","Audio","Heart","2021-04-15 22:37:49","positive",60
"03ed0e2b-bd63-4079-8910-62c187526ca0","3455a646-398f-4b16-b19a-1371cdb2e048","Healthy Eating","Audio","Heart","2021-01-08 07:18:12","positive",60
"46ebc5f2-bfe8-4ada-aed3-6265842bd1f3","cb97b0ea-fc93-4597-b391-846710c6fedc","Food","Video","Heart","2020-12-18 11:50:40","positive",60
"46ebc5f2-bfe8-4ada-aed3-6265842bd1f3","cb97b0ea-fc93-4597-b391-846710c6fedc","Food","Video","Heart","2020-10-07 23:10:22","positive",60
"21dfb75d-9d98-4627-b074-f4372025d23f","e6a52b6a-20ec-4b09-bbb7-4a1138014985","Culture","Gif","Heart","2021-04-21 03:13:28","positive",60
"235a0022-a683-4381-8e9e-aaf75fe90734","561b08d6-1084-4115-933d-db3e60edfd8b","Fitness","Photo","Heart","2021-03-15 22:35:42","positive",60
"235a0022-a683-4381-8e9e-aaf75fe90734","561b08d6-1084-4115-933d-db3e60edfd8b","Fitness","Photo","Heart","2021-01-14 06:51:17","positive",60
"6547f69d-891d-4e1c-bd69-fc8735b8fca8","fd4da61a-5102-4311-8b9f-2ec57bfac6b1","Science","Video","Heart","2020-11-16 11:16:04","positive",60
"6547f69d-891d-4e1c-bd69-fc8735b8fca8","fd4da61a-5102-4311-8b9f-2ec57bfac6b1","Science","Video","Heart","2021-04-15 13:16:45","positive",60
"6547f69d-891d-4e1c-bd69-fc8735b8fca8","fd4da61a-5102-4311-8b9f-2ec57bfac6b1","Science","Video","Heart","2020-10-25 00:16:18","positive",60
"6547f69d-891d-4e1c-bd69-fc8735b8fca8","fd4da61a-5102-4311-8b9f-2ec57bfac6b1","Science","Video","Heart","2021-02-01 08:32:11","positive",60
"8644e163-704a-4a99-a859-5e07fcfe3879","5b3b843e-7c66-4eac-82b6-8d6f7a19277c","Education","Photo","Heart","2021-04-25 11:51:59","positive",60
"37c5a8aa-d239-4b94-ae68-2754825d36ff","e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7","Public Speaking","Photo","Heart","2021-05-27 15:32:12","positive",60
"37c5a8aa-d239-4b94-ae68-2754825d36ff","e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7","Public Speaking","Photo","Heart","2020-06-27 01:58:12","positive",60
"37c5a8aa-d239-4b94-ae68-2754825d36ff","e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7","Public Speaking","Photo","Heart","2020-07-27 22:14:46","positive",60
"37c5a8aa-d239-4b94-ae68-2754825d36ff","e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7","Public Speaking","Photo","Heart","2021-01-02 19:49:15","positive",60
"37c5a8aa-d239-4b94-ae68-2754825d36ff","e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7","Public Speaking","Photo","Heart","2021-01-17 14:02:00","positive",60
"c056339f-7bc9-487a-85eb-aa7c6da9e5fb","bc142f57-1307-46c6-9975-8c3a1e5f540c","Veganism","Video","Heart","2021-02-23 23:46:25","positive",60
"c056339f-7bc9-487a-85eb-aa7c6da9e5fb","bc142f57-1307-46c6-9975-8c3a1e5f540c","Veganism","Video","Heart","2020-11-06 08:26:11","positive",60
"c056339f-7bc9-487a-85eb-aa7c6da9e5fb","bc142f57-1307-46c6-9975-8c3a1e5f540c","Veganism","Video","Heart","2020-06-22 15:12:40","positive",60
"c056339f-7bc9-487a-85eb-aa7c6da9e5fb","bc142f57-1307-46c6-9975-8c3a1e5f540c","Veganism","Video","Heart","2021-06-06 07:27:39","positive",60
"c056339f-7bc9-487a-85eb-aa7c6da9e5fb","bc142f57-1307-46c6-9975-8c3a1e5f540c","Veganism","Video","Heart","2020-11-03 16:27:40","positive",60
"9489565a-a899-4693-ad48-369f86b4b862","0a1cde57-79ab-4c61-b664-1d3b290b43cf","Studying","Gif","Heart","2021-06-11 02:34:37","positive",60
"74989207-b147-4a13-89b8-f0d868dfdf4a","d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c","Science","Audio","Heart","2020-08-01 15:39:57","positive",60
"74989207-b147-4a13-89b8-f0d868dfdf4a","d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c","Science","Audio","Heart","2021-01-14 12:34:55","positive",60
"74989207-b147-4a13-89b8-f0d868dfdf4a","d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c","Science","Audio","Heart","2021-04-18 08:06:29","positive",60
"4426d1ae-cb98-45cf-8d1d-c176ef755293","dab237a2-dcc9-4322-a9b6-b2d16ee38c78","Science","Gif","Heart","2020-08-08 04:29:20","positive",60
"4426d1ae-cb98-45cf-8d1d-c176ef755293","dab237a2-dcc9-4322-a9b6-b2d16ee38c78","Science","Gif","Heart","2021-03-11 15:19:13","positive",60
"4426d1ae-cb98-45cf-8d1d-c176ef755293","dab237a2-dcc9-4322-a9b6-b2d16ee38c78","Science","Gif","Heart","2021-02-27 11:57:06","positive",60
"4426d1ae-cb98-45cf-8d1d-c176ef755293","dab237a2-dcc9-4322-a9b6-b2d16ee38c78","Science","Gif","Heart","2020-11-14 17:42:04","positive",60
"4426d1ae-cb98-45cf-8d1d-c176ef755293","dab237a2-dcc9-4322-a9b6-b2d16ee38c78","Science","Gif","Heart","2021-05-03 15:32:50","positive",60
"4426d1ae-cb98-45cf-8d1d-c176ef755293","dab237a2-dcc9-4322-a9b6-b2d16ee38c78","Science","Gif","Heart","2020-12-28 19:40:34","positive",60
"217f4060-b378-4d79-992f-20502d407f7c","568e7c6f-b1e9-4a85-897c-aaaaa0ce8832","Cooking","Photo","Heart","2020-07-10 11:25:49","positive",60
"217f4060-b378-4d79-992f-20502d407f7c","568e7c6f-b1e9-4a85-897c-aaaaa0ce8832","Cooking","Photo","Heart","2021-02-25 18:49:44","positive",60
"217f4060-b378-4d79-992f-20502d407f7c","568e7c6f-b1e9-4a85-897c-aaaaa0ce8832","Cooking","Photo","Heart","2020-09-22 05:11:01","positive",60
"edea43f3-1541-4e42-8419-d1cdf749025c","5d04455b-a95e-40d8-bcd4-8c485777c47f","Cooking","Photo","Heart","2020-09-15 15:04:16","positive",60
"77a3ac9f-7607-411f-a280-5431c71e3943","4cbd005f-69d5-4a83-9947-7009f69c0e7d","Tennis","Audio","Heart","2020-11-24 03:03:43","positive",60
"77a3ac9f-7607-411f-a280-5431c71e3943","4cbd005f-69d5-4a83-9947-7009f69c0e7d","Tennis","Audio","Heart","2021-04-17 01:23:59","positive",60
"4789b064-7b3c-4339-bf15-b9e38222930c","49da0743-cb4d-4c84-b6a2-537bbe7256d1","Education","Photo","Heart","2020-07-13 13:26:14","positive",60
"df6e9952-4e2a-488a-bb83-3a7241f30e6f","9210e8dd-d2a2-4ea7-8cbd-f37e1e8efea5","Culture","Video","Heart","2020-08-07 17:31:19","positive",60
"25c8f882-464d-4465-9ed2-e7f7706c1775","7dd7dec0-5758-4a6e-a7dd-27a20e57c757","Healthy Eating","Audio","Heart","2020-09-21 22:40:41","positive",60
"25c8f882-464d-4465-9ed2-e7f7706c1775","7dd7dec0-5758-4a6e-a7dd-27a20e57c757","Healthy Eating","Audio","Heart","2021-02-28 07:01:06","positive",60
"e3bfdd7e-d7e2-4717-b780-2fa14f3cf858","91fa7240-3d29-4dd0-baf1-ace7742a6e3f","Dogs","Photo","Heart","2021-04-11 21:12:00","positive",60
"e3bfdd7e-d7e2-4717-b780-2fa14f3cf858","91fa7240-3d29-4dd0-baf1-ace7742a6e3f","Dogs","Photo","Heart","2020-07-04 22:48:39","positive",60
"2669dbfc-65d4-4770-a916-e6507f881131","4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab","Science","Photo","Heart","2020-12-23 11:42:37","positive",60
"2669dbfc-65d4-4770-a916-e6507f881131","4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab","Science","Photo","Heart","2021-02-06 19:42:20","positive",60
"2669dbfc-65d4-4770-a916-e6507f881131","4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab","Science","Photo","Heart","2021-01-09 00:56:34","positive",60
"2669dbfc-65d4-4770-a916-e6507f881131","4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab","Science","Photo","Heart","2021-06-12 01:21:32","positive",60
"2669dbfc-65d4-4770-a916-e6507f881131","4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab","Science","Photo","Heart","2021-04-07 00:16:07","positive",60
"cafddd25-5653-4219-8dc7-a3eae45ea926","4baf648a-0ad5-412d-8250-5a0ff9289fbf","Fitness","Video","Heart","2020-12-16 12:39:12","positive",60
"98a7f6b9-8dd3-40c9-8c98-db01b6c80015","ded166ee-173b-4a56-bc6d-464c35709670","Technology","Video","Heart","2021-02-24 20:02:47","positive",60
"56d13215-1444-49b0-8e17-3a888bcd4e1e","109782f9-4141-4d5a-826f-9a4ea672f65b","Fitness","Gif","Heart","2020-09-08 22:26:40","positive",60
"56d13215-1444-49b0-8e17-3a888bcd4e1e","109782f9-4141-4d5a-826f-9a4ea672f65b","Fitness","Gif","Heart","2021-01-26 23:34:50","positive",60
"56d13215-1444-49b0-8e17-3a888bcd4e1e","109782f9-4141-4d5a-826f-9a4ea672f65b","Fitness","Gif","Heart","2020-09-29 06:51:01","positive",60
"a03b3048-776e-4925-a52e-f6b1760a1be4","d0ea9a00-4ea9-4c81-b16a-a20b72f824ea","Education","Photo","Heart","2020-10-10 08:58:18","positive",60
"2771fa81-b26c-4e11-86ac-90e85faf4981","427fa55b-7f49-4981-bcd7-59fee8efb512","Dogs","Video","Heart","2020-08-18 04:37:48","positive",60
"2771fa81-b26c-4e11-86ac-90e85faf4981","427fa55b-7f49-4981-bcd7-59fee8efb512","Dogs","Video","Heart","2020-08-17 18:45:43","positive",60
"66af1757-534a-4ef9-a5a5-9d721e7c6c00","9bb5d084-0b28-4352-8591-5b5a4efecdf0","Healthy Eating","Audio","Heart","2020-11-22 02:54:28","positive",60
"5fefd228-c550-4023-b767-ec8aa62de850","cb97b0ea-fc93-4597-b391-846710c6fedc","Cooking","Video","Heart","2021-04-02 14:54:31","positive",60
"5fefd228-c550-4023-b767-ec8aa62de850","cb97b0ea-fc93-4597-b391-846710c6fedc","Cooking","Video","Heart","2021-01-16 23:32:43","positive",60
"954678ba-9ecc-4c0c-93a3-aba0e289cfbf","b827588c-31b2-47f3-916a-a1dbf7987f50","Dogs","Audio","Heart","2020-09-11 22:05:07","positive",60
"954678ba-9ecc-4c0c-93a3-aba0e289cfbf","b827588c-31b2-47f3-916a-a1dbf7987f50","Dogs","Audio","Heart","2021-04-16 09:23:36","positive",60
"954678ba-9ecc-4c0c-93a3-aba0e289cfbf","b827588c-31b2-47f3-916a-a1dbf7987f50","Dogs","Audio","Heart","2020-08-07 15:11:32","positive",60
"041bf6c9-8b33-4ca0-a787-762eb8837d0c","d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c","Food","Gif","Heart","2021-01-07 05:01:17","positive",60
"041bf6c9-8b33-4ca0-a787-762eb8837d0c","d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c","Food","Gif","Heart","2021-06-10 05:34:43","positive",60
"041bf6c9-8b33-4ca0-a787-762eb8837d0c","d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c","Food","Gif","Heart","2021-02-14 14:28:45","positive",60
"42a0f482-d3a8-4216-ba0b-1459abf854a6","c880dbc5-8997-4f38-9055-c254b9133175","Culture","Gif","Heart","2020-12-20 00:54:05","positive",60
"c4cc899d-4c35-47fd-9710-8e2dea9782c9","1ff398e4-6b68-451d-9b00-2d2a565ba22a","Science","Photo","Heart","2020-08-17 11:40:23","positive",60
"c4cc899d-4c35-47fd-9710-8e2dea9782c9","1ff398e4-6b68-451d-9b00-2d2a565ba22a","Science","Photo","Heart","2020-07-12 09:06:47","positive",60
"52be2c2f-be1f-4cda-a2d6-5c147c018115","311d7214-711f-4f66-bc9a-e835fa54ffb6","Food","Audio","Heart","2020-10-22 20:16:57","positive",60
"52be2c2f-be1f-4cda-a2d6-5c147c018115","311d7214-711f-4f66-bc9a-e835fa54ffb6","Food","Audio","Heart","2020-10-08 00:42:07","positive",60
"8891433d-d874-4bd5-a8ca-4114a4131b20","5870e611-6218-48e1-a9a0-ba86fe5598f7","Tennis","Gif","Heart","2020-12-19 07:44:12","positive",60
"8891433d-d874-4bd5-a8ca-4114a4131b20","5870e611-6218-48e1-a9a0-ba86fe5598f7","Tennis","Gif","Heart","2020-10-24 20:38:03","positive",60
"8891433d-d874-4bd5-a8ca-4114a4131b20","5870e611-6218-48e1-a9a0-ba86fe5598f7","Tennis","Gif","Heart","2020-08-19 15:06:13","positive",60
"8f82022e-2ba7-4269-ab8f-3b47f87004de","094fbe49-da84-4445-9d28-7fc5f593f5ad","Healthy Eating","Audio","Heart","2021-02-18 13:44:24","positive",60
"8f82022e-2ba7-4269-ab8f-3b47f87004de","094fbe49-da84-4445-9d28-7fc5f593f5ad","Healthy Eating","Audio","Heart","2021-05-19 22:39:54","positive",60
"f0c6ae88-c87e-4812-9713-ae45018a1f73","db0066e1-83cc-43f3-990b-983010aa5370","Science","Photo","Heart","2021-05-11 13:10:33","positive",60
"8d7a1aff-abed-432f-a458-a4ab40324e72","caa8605b-5cd3-49d0-a680-2a6e9f3bf0a5","Travel","Gif","Heart","2021-02-14 01:04:25","positive",60
"21bc3be6-6bd1-4926-8bee-c4585873851b","7dd7dec0-5758-4a6e-a7dd-27a20e57c757","Soccer","Video","Heart","2020-08-23 02:21:05","positive",60
"21bc3be6-6bd1-4926-8bee-c4585873851b","7dd7dec0-5758-4a6e-a7dd-27a20e57c757","Soccer","Video","Heart","2020-08-10 20:51:03","positive",60
"abae4f43-2356-4c6b-b51d-d2acf4644956","122c3e03-0a96-4d62-9d17-27f8e2b6ba58","Fitness","Gif","Heart","2020-09-05 06:03:27","positive",60
"abae4f43-2356-4c6b-b51d-d2acf4644956","122c3e03-0a96-4d62-9d17-27f8e2b6ba58","Fitness","Gif","Heart","2021-03-18 22:44:40","positive",60
"d61c4f76-99c6-4cd7-aaad-b3561880aa26","a483c273-aee5-44bc-883e-d6963157aa4c","Technology","Photo","Heart","2020-07-13 07:41:20","positive",60
"0a390a93-0e59-4a7a-a12c-d3f5ce4924fe","108fc1be-9c15-440a-9cab-634c3f414dcc","Public Speaking","Video","Heart","2021-01-25 00:02:11","positive",60
"0a390a93-0e59-4a7a-a12c-d3f5ce4924fe","108fc1be-9c15-440a-9cab-634c3f414dcc","Public Speaking","Video","Heart","2020-09-21 08:48:36","positive",60
"ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8","5ffd8b51-164e-47e2-885e-8b8c46eb63ed","Travel","Audio","Heart","2021-03-22 11:17:53","positive",60
"4ae90f6e-da63-4ce2-a357-a4b36c739b80","2a41e628-4cc5-4765-af2e-8b3dec750c0b","Travel","Gif","Heart","2021-06-09 04:51:20","positive",60
"aa1f824d-9df0-4b4c-a49e-0cfb7e244122","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","Public Speaking","Audio","Heart","2021-05-19 04:18:30","positive",60
"aa1f824d-9df0-4b4c-a49e-0cfb7e244122","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","Public Speaking","Audio","Heart","2020-10-03 08:14:50","positive",60
"aa1f824d-9df0-4b4c-a49e-0cfb7e244122","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","Public Speaking","Audio","Heart","2021-01-20 22:08:10","positive",60
